שם הצעת החוק,מדרג,מספר חוק,ניקוד,קישור להצעת החוק,הסבר הדירוג,הערות אחרות,הגיע להצבעה?,עבר?,יוזם ראשון,חתומים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הצעת חוק הכשרות לאנשי מקצוע בתחום הבריאות בנושא מגדר ונטייה מינית, התשפ'ב-2021",,פ\24\2468,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2163966,,,0,0,מיכל רוזין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הצעת חוק לתיקון פקודת התעבורה (הסדרי תנועה בקרבת בית ספר), התשפ'ב-2021",,פ\24\2469,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164440,,,0,0,בועז טופורובסקי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,בועז טופורובסקי
"הצעת חוק שכר לחיילים בשירות סדיר, התשפ'ב-2021",,פ\24\2470,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164295,,,0,0,אלי כהן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלי כהן
"הצעת חוק לסימון סוסים, חמורים ופרדים ולהגנתם, התשפ'ב-2021",,פ\24\2471,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164275,,,0,0,מוסי רז,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מוסי רז
"הצעת חוק העמותות (תיקון - חובת גילוי תרומה אנונימית), התשפ'ב-2021",dup_laws_bot,פ\24\2472,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2163864,"ראה חוק פ/88/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081567 ראה חוק
פ/131/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085894",,0,0,גבי לסקי,מוסי רז,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,גבי לסקימוסי רז
"הצעת חוק יום בריאות הנפש, התשפ'ב-2021",dup_laws_bot,פ\24\2473,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2163430,"כמו כל יום זיכרון, לא מתפקיד המדינה. לא מכריח אשעת לימוד במערכת חינוך, אז כנראה חשיבות נמוכה ראה חוק
פ/1735/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159427",,0,0,מיכל וולדיגר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל וולדיגר
"הצעת חוק הכשרות המשפטית והאפוטרופסות (תיקון - תנאים להוצאת אדם מביתו בניגוד לרצונו), התשפ'ב-2021",,פ\24\2474,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164300,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק העברת היחידות הארציות של משרדי הממשלה לירושלים, התשפ'ב-2021",,פ\24\2475,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2162936,,,0,0,משה טור פז,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה טור פז
"הצעת חוק הביטוח הלאומי (תיקון - קצבת נכות לעקרת בית), התשפ'ב-2021",,פ\24\2476,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2163906,,,0,0,אימאן ח'טיב יאסין,מנסור עבאס,מאזן גנאים,ווליד טאהא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אימאן ח'טיב יאסיןמנסור עבאסמאזן גנאיםווליד טאהא
"הצעת חוק הסדרת העיסוק במקצועות הבריאות (תיקון - טיפול באמצעות אמנויות), התשפ'ב-2021",dup_laws_bot,פ\24\2477,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2163971,"יצירת גילדה בתחום טיפול באמנויות. יעלה את יוקר המחיה ומונע חופש העיסוק. ראה חוק
פ/159/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156592",,1,0,מיכל שיר סגמן,עלי סלאלחה,מופיד מרעי,יסמין פרידמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל שיר סגמןעלי סלאלחהמופיד מרעייסמין פרידמן
"הצעת חוק ההוצאה לפועל (תיקון - ביטול האפשרות לצוות על עיכוב יציאה מהארץ בגין חוב כספי נמוך), התשפ'ב-2021",,פ\24\2478,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164121,,,1,0,דסטה גדי יברקן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,דסטה גדי יברקן
"הצעת חוק קביעת יום לציון עקירת יישובי גוש קטיף וצפון השומרון, התשפ'ב-2021",,פ\24\2479,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161857,,,0,0,אורית מלכה סטרוק,בצלאל סמוטריץ',יואב קיש,אריה מכלוף דרעי,יעקב ליצמן,ניר אורבך,מיכל שיר סגמן,אופיר סופר,מיכאל מלכיאלי,מכלוף מיקי זוהר,גלית דיסטל אטבריאן,יצחק פינדרוס,שלמה קרעי,יום טוב חי כלפון,מיכל וולדיגר,משה ארבל,אופיר אקוניס,יעקב מרגי,דוד ביטן,חיים ביטון,קרן ברק,משה אבוטבול,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אורית מלכה סטרוקבצלאל סמוטריץ'יואב קישאריה מכלוף דרעייעקב ליצמןניר אורבךמיכל שיר סגמןאופיר סופרמיכאל מלכיאלימכלוף מיקי זוהרגלית דיסטל אטבריאןיצחק פינדרוסשלמה קרעייום טוב חי כלפוןמיכל וולדיגרמשה ארבלאופיר אקוניסיעקב מרגידוד ביטןחיים ביטוןקרן ברקמשה אבוטבול
"הצעת חוק להגברת השקיפות בפעילותם של גופים פיננסיים (תיקוני חקיקה), התשפ'ב-2021",dup_laws_bot,פ\24\2480,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2163678,"הגברת שקיפות ללא הגבלה על הבנקים על ידי מתן חופש פעולה לפרסום מידע על ידי המפקח על הבנקים ראה חוק
פ/1286/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2082848",,0,0,יואב קיש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב קיש
"הצעת חוק חוזה הביטוח (תיקון - ביטוח דירה), התשפ'ב-2021",,פ\24\2481,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2162148,,,0,0,יעקב אשר,משה גפני,אורי מקלב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יעקב אשרמשה גפניאורי מקלב
"הצעת חוק ההוצאה לפועל (תיקון - מניעת עיקול כספי ערובה שהופקדו במזכירות בית המשפט למטרת שחרור ממעצר), התשפ'ב-2021",,פ\24\2482,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164224,,,1,0,יואב בן צור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב בן צור
"הצעת חוק העונשין (תיקון - החמרת ענישה בפשיעה חקלאית), התשפ'ב-2021",,פ\24\2483,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2162359,,,0,0,שרון רופא אופיר,יבגני סובה,יוליה מלינובסקי,לימור מגן תלם,אלינה ברדץ' יאלוב,אלכס קושניר,יוסף שיין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרון רופא אופיריבגני סובהיוליה מלינובסקילימור מגן תלםאלינה ברדץ' יאלובאלכס קושניריוסף שיין
"הצעת חוק המקרקעין (תיקון - התקנת מעלית מטעמים מיוחדים), התשפ'ב-2021",,פ\24\2484,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164076,,,0,0,מאיר יצחק-הלוי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מאיר יצחק-הלוי
"הצעת חוק עבודת נשים (תיקון - תקופת לידה והורות לנשים בעבודה פיזית קשה), התשפ'ב-2021",,פ\24\2485,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164180,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק המסייעים לנטרול תוצאות אסון צ'רנוביל (תיקון - ציון יום המסייעים), התשפ'ב-2021",,פ\24\2486,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2162517,,,0,0,אלינה ברדץ' יאלוב,יבגני סובה,יוליה מלינובסקי,אלכס קושניר,יוסף שיין,לימור מגן תלם,שרון רופא אופיר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלינה ברדץ' יאלוביבגני סובהיוליה מלינובסקיאלכס קושניריוסף שייןלימור מגן תלםשרון רופא אופיר
"הצעת חוק שירותי הסעד (תיקון - איסור התניית מימון שירותי רווחה ברשויות מוחלשות), התשפ'ב-2021",,פ\24\2487,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164303,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק לתיקון פקודת העיריות (הטלת ארנונה על מפעל לייצור נשק), התשפ'ב-2021",,פ\24\2488,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164092,,,0,0,מכלוף מיקי זוהר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מכלוף מיקי זוהר
"הצעת חוק לתיקון פקודת מס הכנסה (הטבות מס לעולים חדשים), התשפ'ב-2021",dup_laws_bot,פ\24\2489,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164130,"הטבות לעולים חדשים שאינן נוגעות ישירות להקלות בתהליכי קליטה באות על חשבון תנאים טובים כדי להיות מדינה אטרקטיבית לחיות בה בלי הטבות לעולים חדשים וחוזרים ראה חוק
פ/302/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086061",,1,0,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלכס קושניר
"הצעת חוק הקמת מאגר מידע דיגיטלי בנושא הכשרות מקצועיות, התשפ'ב-2021",dup_laws_bot,פ\24\2490,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164188,"הצעת החוק מגיעה מהשקפת עולם של הינדוס מוחלט מלמעלה של שוק העבודה, אך בהצעה הספציפית הזו אין הרבה נזק. יקימו מאגר מידע שכולם רשאים להתעלם ממנו (כפי שבדרך כלל עושים) ורק יבזבזו כמה מליונים של משלמי המיסים על זה. ראה חוק
פ/1862/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142397",,0,0,ינון אזולאי,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ינון אזולאימשה ארבל
"הצעת חוק הביטוח הלאומי (תיקון - העלאת דמי לידה), התשפ'ב-2021",,פ\24\2491,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164324,,,0,0,אימאן ח'טיב יאסין,מנסור עבאס,מאזן גנאים,ווליד טאהא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אימאן ח'טיב יאסיןמנסור עבאסמאזן גנאיםווליד טאהא
"הצעת חוק מיסוי רווחים ממשאבי טבע (תיקון - שקיפות הליכי השומה), התשפ'ב-2021",,פ\24\2492,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2163165,,,0,0,מוסי רז,סמי אבו שחאדה,אלון טל,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מוסי רזסמי אבו שחאדהאלון טלנעמה לזימי
"הצעת חוק שקיפות אינטרסים כספיים וגילוי עניינים של חברי הכנסת והשרים, התשפ'ב-2021",,פ\24\2493,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164338,,,0,0,מוסי רז,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מוסי רז
"הצעת חוק משפחות חיילים שנספו במערכה (תגמולים ושיקום) (תיקון - המונח יתום), התשפ'ב-2021",,פ\24\2494,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164139,,,0,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
"הצעת חוק חסינות חברי הכנסת, זכויותיהם וחובותיהם (תיקון - ועדת האתיקה), התשפ'ב-2021",,פ\24\2495,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164510,,,0,0,מאיר יצחק-הלוי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מאיר יצחק-הלוי
"הצעת חוק לימוד חובה (תיקון - חינוך חינם לפעוטות ולילדים), התשפ'ב-2021",dup_laws_bot,פ\24\2496,-3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164352,"חוק יקר, דורג דומה בעבר ראה חוק
פ/42/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081290",,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק לתיקון פקודת העדה הדתית (המרה) (גיור על ידי רב עיר), התשפ'ב-2021",dup_laws_bot,פ\24\2497,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164635,"קשור לדת ראה חוק
פ/1295/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158263",,1,0,משה טור פז,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה טור פז
"הצעת חוק הביטוח הלאומי (תיקון - דמי ביטוח מופחתים לסטודנטים), התשפ'ב-2021",,פ\24\2498,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164036,,,1,0,יבגני סובה,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יבגני סובהאלכס קושניר
"הצעת חוק ההוצאה לפועל (תיקון - ביטול הגבלת רישיון נהיגה), התשפ'ב-2021",dup_laws_bot,פ\24\2499,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164064,"ראה חוק
פ/85/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081528",,1,0,אוסאמה סעדי,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אוסאמה סעדיאחמד טיבי
"הצעת חוק להסדרת המגורים בשטחי מרעה, התשפ'ב-2021",,פ\24\2500,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164000,,,1,0,שרן מרים השכל,צבי האוזר,בצלאל סמוטריץ',רם שפע,יום טוב חי כלפון,מיכאל מרדכי ביטון,אורית מלכה סטרוק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכלצבי האוזרבצלאל סמוטריץ'רם שפעיום טוב חי כלפוןמיכאל מרדכי ביטוןאורית מלכה סטרוק
"הצעת חוק הקמת ועדת חקירה ממלכתית לפרשת המימד החמישי, התשפ'ב-2021",,פ\24\2501,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164151,,,1,0,דוד אמסלם,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,דוד אמסלם
"הצעת חוק הפקדות וזכויות סוציאליות לעצמאים (תיקוני חקיקה), התשפ'ב-2021",dup_laws_bot,פ\24\2502,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164412,"דברי ההסבר טוענים שזה יאפשר חופש בחירה, אך בתיקוני החקיקה עצמם נראה שזה ייתן ביטוח עסקי ללא קשר לאירוע חיצוני בשביל 'אבטלה' לעצמאים. פחות מזיק מהצעות אחרות בתחום. ראה חוק
פ/2427/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148944",,0,0,לימור מגן תלם,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לימור מגן תלם
"הצעת חוק לתיקון פקודת התעבורה (הגבלת סכום אגרת רישיון רכב), התשפ'ב-2021",dup_laws_bot,פ\24\2503,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164591,"מציע להגביל את אגרת רישוי רכב. יש דרכים הגיוניות יותר לגבות תשלום על החתנות שליליות של שימוש ברכב, ולכן עדיף לבטל, זה צעד חיובי. ראה חוק
פ/2414/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148648",,1,0,אחמד טיבי,אוסאמה סעדי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאוסאמה סעדי
"הצעת חוק לימוד חובה (תיקון - חינוך חינם לפעוטות ולילדים), התשפ'ב-2021",dup_laws_bot,פ\24\2504,-3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164582,"חוק יקר, דורג דומה בעבר ראה חוק
פ/42/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081290",,0,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק הביטוח הלאומי (תיקון - דמי אבטלה לעצמאים), התשפ'ב-2021",dup_laws_bot,פ\24\2505,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164134,"עצמאיים זכו בכך שהם אינם חייבים להשתתף בהונאת הפונזי של הביטוח הלאומי בכל הנוגע לדמי אבטלה. הצעת החוק הזו מציעה לפתוח ענף 'ביטוחי' חדש שייתן דמי 'אבטלה' ל'עצמאים' שלא עובדים. וכל זה ימומן ככל הנראה על ידי כלל העצמאים שכן עובדים ויסבלו העלאה בדמי הביטוח הלאומי שלהם ראה חוק
פ/678/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2087007",,1,0,ינון אזולאי,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ינון אזולאימשה ארבל
"הצעת חוק ההכרה בענף הפוקר, התשפ'ב-2021",,פ\24\2506,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2162836,,,0,0,שרן מרים השכל,בועז טופורובסקי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכלבועז טופורובסקי
