שם הצעת החוק,מדרג,מספר חוק,ניקוד לחוק,קישור להצעה,הסבר הדירוג,הערות אחרות,הגיע להצבעה?,עבר?,יוזם ראשון,חתומים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הצעת חוק הבטחת הכנסה (תיקון - הגדלת הסכום להשתכרות בנוסף לקיצבה), התשפ'א-2020",,פ\23\2469,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2147971,,,0,0,יבגני סובה,עודד פורר,אלי אבידר,יוליה מלינובסקי קונין,חמד עמאר,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יבגני סובהעודד פורראלי אבידריוליה מלינובסקי קוניןחמד עמאראלכס קושניר
"הצעת חוק הבטחת הכנסה (תיקון - גמלת הבטחת הכנסה לקשיש), התשפא-2020""",bignafcomp@gmail.com,פ/2470/23,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148011,"חוק יקר למדי, אך מטפל בבעייה של קשישים זקנים באופן מדוייק יותר וזול בהרבה מאשר הצעות אחרות. מתמקד ספציפית בקשישים עניים על ידי הגדלת מענק הבטחת הכנסה. אך עיוות של עוד מענק למי שהוא עולה.",,0,0,יבגני סובה,עודד פורר,אלי אבידר,יוליה מלינובסקי קונין,חמד עמאר,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יבגני סובהעודד פורראלי אבידריוליה מלינובסקי קוניןחמד עמאראלכס קושניר
"הצעת חוק המועצה להשכלה גבוהה (תיקון - ביטול דרישת מבחני כניסה וציון פסיכומטרי), התשפ'א-2020",,פ\23\2471,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149880,,,0,0,אוסאמה סעדי,אחמד טיבי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אוסאמה סעדיאחמד טיביסונדוס סאלח
"הצעת חוק זכויות התלמיד (תיקון - הזכות להיבחן בבחינות בגרות), התשפ'א-2020",,פ\23\2472,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149964,,,0,0,אחמד טיבי,אוסאמה סעדי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאוסאמה סעדיסונדוס סאלח
"הצעת חוק חינוך ממלכתי (תיקון - מעמד החינוך הממלכתי המשלב), התשפ'א-2020",,פ\23\2473,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149805,,,0,0,צבי האוזר,תהלה פרידמן,הילה שי וזאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,צבי האוזרתהלה פרידמןהילה שי וזאן
"הצעת חוק חינוך ממלכתי (תיקון - חובת לימוד מאבק באלימות), התשפ'א-2020",,פ\23\2474,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149969,,,0,0,אחמד טיבי,אוסאמה סעדי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאוסאמה סעדיסונדוס סאלח
"הצעת חוק סייעות במוסדות חינוך, התשפ'א-2020",,פ\23\2475,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149982,,,0,0,אורלי פרומן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אורלי פרומן
"הצעת חוק לימוד חובה (תיקון - איסור תשלומים נלווים), התשפ'א-2020",,פ\23\2476,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149976,,,0,0,אחמד טיבי,אוסאמה סעדי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאוסאמה סעדיסונדוס סאלח
"הצעת חוק הדרכונים (תיקון - מתן דרכון לעולה), התשפ'א-2020",,פ\23\2477,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2147975,,,0,0,אוסנת הילה מארק,שלמה קרעי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אוסנת הילה מארקשלמה קרעי
"הצעת חוק לביטול אזרחותו או תושבותו של פעיל טרור שמקבל תגמול עבור ביצוע מעשה הטרור (תיקוני חקיקה), התשפ'א-2020",,פ\23\2478,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2144503,,,0,0,אבי דיכטר,אלעזר שטרן,גדעון סער,אורנה ברביבאי,רם בן ברק,אוריאל בוסו,ניר ברקת,מכלוף מיקי זוהר,מיכאל מלכיאלי,משה אבוטבול,ינון אזולאי,קטי קטרין שטרית,איתן גינזבורג,עודד פורר,יבגני סובה,יוליה מלינובסקי קונין,אלכס קושניר,מיכל וונש,עוזי דיין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אבי דיכטראלעזר שטרןגדעון סעראורנה ברביבאירם בן ברקאוריאל בוסוניר ברקתמכלוף מיקי זוהרמיכאל מלכיאלימשה אבוטבולינון אזולאיקטי קטרין שטריתאיתן גינזבורגעודד פורריבגני סובהיוליה מלינובסקי קוניןאלכס קושנירמיכל וונשעוזי דיין
"הצעת חוק מס ערך מוסף (תיקון - דחיית תשלום בתקופת חירום) (הוראת שעה), התשפ'א-2020",,פ\23\2479,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149890,,,0,0,אוסאמה סעדי,אחמד טיבי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אוסאמה סעדיאחמד טיביסונדוס סאלח
"הצעת חוק התכנית להבראת כלכלת ישראל (תיקוני חקיקה להשגת יעדי התקציב והמדיניות הכלכלית לשנות הכספים 2003 ו-2004) (תיקון מס' 18 והוראת שעה) (תיקון - הארכת הפחתת היטל על העסקת עובד זר בענף החקלאות), התשפ'א-2020",,פ\23\2480,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149879,,,0,0,אוסאמה סעדי,אחמד טיבי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אוסאמה סעדיאחמד טיביסונדוס סאלח
"הצעת חוק יום העצמאיות והעצמאיים, התשפ'א-2020",,פ\23\2481,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148725,,,0,0,עודד פורר,יבגני סובה,אלי אבידר,יוליה מלינובסקי קונין,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עודד פורריבגני סובהאלי אבידריוליה מלינובסקי קוניןאלכס קושניר
"הצעת חוק שירותי תעופה (פיצוי וסיוע בשל ביטול טיסה או שינוי בתנאיה) (נגיף הקורונה החדש - הוראת שעה - תיקון) (תיקון - השבת תשלום על ידי נותן שירותי סוכנות נסיעות), התשפ'א-2020 ",,פ\23\2482,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148054,,,0,0,הילה שי וזאן,יעקב מרגי,יבגני סובה,מאי גולן,אוסנת הילה מארק,יצחק פינדרוס,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,הילה שי וזאןיעקב מרגייבגני סובהמאי גולןאוסנת הילה מארקיצחק פינדרוס
"הצעת חוק הצמדת תשלומים לחיילים בודדים למדד המחירים לצרכן, התשפ'א-2020",,פ\23\2483,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149726,,,0,0,מאיר כהן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מאיר כהן
"הצעת חוק לתיקון פקודת בתי הסוהר (עתירות אסיר - ערעור בזכות), התשפ'א-2020",,פ\23\2484,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149869,,,0,0,אוסאמה סעדי,אחמד טיבי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אוסאמה סעדיאחמד טיביסונדוס סאלח
"הצעת חוק שירותי תעופה (פיצוי וסיוע בשל ביטול טיסה או שינוי בתנאיה) (נגיף הקורונה החדש - הוראת שעה - תיקון) (תיקון - השבת תשלום על ידי נותן שירותי סוכנות נסיעות), התשפ'א-2020 ",,פ\23\2485,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148856,,,0,0,יבגני סובה,עודד פורר,אלי אבידר,יוליה מלינובסקי קונין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יבגני סובהעודד פורראלי אבידריוליה מלינובסקי קונין
"הצעת חוק חובת יידוע והפסקת חיוב של מנוי לא פעיל (תיקוני חקיקה), התשפ'א-2020",,פ\23\2486,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148339,,,0,0,יעקב מרגי,ינון אזולאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יעקב מרגיינון אזולאי
"הצעת חוק הגנת הצרכן (תיקון - החלת חובת ההודעה על סיום עסקה מתמשכת על תאגידים בנקאיים ופיננסיים), התשפ'א-2020",,פ\23\2487,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149702,,,0,0,משה אבוטבול,מיכאל מלכיאלי,ינון אזולאי,יוסף טייב,אוריאל בוסו,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה אבוטבולמיכאל מלכיאליינון אזולאייוסף טייבאוריאל בוסומשה ארבל
"הצעת חוק שירות ביטחון (תיקון - הזדמנות שווה לנשים בצה'ל), התשפ'א-2020",,פ\23\2488,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149650,,,0,0,אורנה ברביבאי,יאיר לפיד,עפר שלח,יואב סגלוביץ',רם בן ברק,אורלי פרומן,עידן רול,מיקי לוי,תמר זנדברג,יאיר גולן,יואל רזבוזוב,ע'דיר כמאל מריח,אלי אבידר,ניצן הורוביץ,בועז טופורובסקי,יוליה מלינובסקי קונין,מרב מיכאלי,קרן ברק,מאיר כהן,הילה שי וזאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אורנה ברביבאייאיר לפידעפר שלחיואב סגלוביץ'רם בן ברקאורלי פרומןעידן רולמיקי לויתמר זנדברגיאיר גולןיואל רזבוזובע'דיר כמאל מריחאלי אבידרניצן הורוביץבועז טופורובסקייוליה מלינובסקי קוניןמרב מיכאליקרן ברקמאיר כהןהילה שי וזאן
"הצעת חוק לתיקון פקודת בתי הסוהר (עתירות אסיר - ערעור בזכות), התשפ'א-2020",,פ\23\2489,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149932,,,0,0,אחמד טיבי,אוסאמה סעדי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאוסאמה סעדיסונדוס סאלח
"הצעת חוק הביטוח הלאומי (תיקון - קביעת דרגת נכות לנפגעי עבודה), התשפ'א-2020",,פ\23\2490,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148662,,,0,0,ג'אבר עסאקלה,איימן עודה,עאידה תומא סלימאן,עופר כסיף,יוסף ג'בארין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ג'אבר עסאקלהאיימן עודהעאידה תומא סלימאןעופר כסיףיוסף ג'בארין
"הצעת חוק קרן לאזרחי ישראל (תיקון - הרכב ועדת האיתור ומועד תחילת החוק), התשפ""א-2020",bignafcomp@gmail.com,פ/2491/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149972,אדמיניסטרציה,,1,0,אבי דיכטר,יואב סגלוביץ',ניר ברקת,מתן כהנא,אוריאל בוסו,סמי אבו שחאדה,עמית הלוי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אבי דיכטריואב סגלוביץ'ניר ברקתמתן כהנאאוריאל בוסוסמי אבו שחאדהעמית הלוי
"הצעת חוק שלילת זכויות למעורב בטרור ולבני משפחתו (תיקוני חקיקה), התשפ'א-2020",,פ\23\2492,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085671,,,0,0,שלמה קרעי,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעימשה ארבל
"הצעת חוק חופשה שנתית (תיקון - פדיון חופשה במהלך ההעסקה) (הוראת שעה), התשפ'א-2020",,פ\23\2493,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148687,,,0,0,חוה אתי עטייה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חוה אתי עטייה
"הצעת חוק משפחות חיילים שנספו במערכה (תגמולים ושיקום) (תיקון - הכרה בארוסות חיילים שנספו במערכה), התשפ'א-2020",,פ\23\2494,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148849,,,0,0,משה יעלון,קארין אלהרר,ניר ברקת,אנדרי קוז'ינוב,אורלי פרומן,איתן גינזבורג,צבי האוזר,יואב סגלוביץ',יפעת שאשא ביטון,משה ארבל,רם שפע,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה יעלוןקארין אלהררניר ברקתאנדרי קוז'ינובאורלי פרומןאיתן גינזבורגצבי האוזריואב סגלוביץ'יפעת שאשא ביטוןמשה ארבלרם שפע
"הצעת חוק הביטוח הלאומי (תיקון - אי שלילת זכאות לגמלת סיעוד מקשיש לאחר פטירת בן הזוג), התשפ'א-2020",,פ\23\2495,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148685,,,0,0,ג'אבר עסאקלה,איימן עודה,עאידה תומא סלימאן,עופר כסיף,יוסף ג'בארין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ג'אבר עסאקלהאיימן עודהעאידה תומא סלימאןעופר כסיףיוסף ג'בארין
"הצעת חוק הביטוח הלאומי (תיקון - איסור קיזוז קצבת ילדים כנגד חוב לביטוח הלאומי), התשפ'א-2020",,פ\23\2496,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148660,,,0,0,ג'אבר עסאקלה,איימן עודה,עאידה תומא סלימאן,עופר כסיף,יוסף ג'בארין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ג'אבר עסאקלהאיימן עודהעאידה תומא סלימאןעופר כסיףיוסף ג'בארין
"הצעת חוק הביטוח הלאומי (תיקון - בדיקת תלות בידי רופא מומחה למבוטח מגיל 75), התשפ'א-2020",,פ\23\2497,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148683,,,0,0,ג'אבר עסאקלה,איימן עודה,עאידה תומא סלימאן,עופר כסיף,יוסף ג'בארין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ג'אבר עסאקלהאיימן עודהעאידה תומא סלימאןעופר כסיףיוסף ג'בארין
"הצעת חוק השכירות והשאילה (תיקון - הארכת תקופת השכירות בעת מצב חירום), התשפ'א-2020",,פ\23\2498,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149886,,,0,0,אוסאמה סעדי,אחמד טיבי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אוסאמה סעדיאחמד טיביסונדוס סאלח
"הצעת חוק הכשרות המשפטית והאפוטרופסות (תיקון - מניעת פגיעה בקטין על ידי חשיפתו להורה אלים), התשפ'א-2020",,פ\23\2499,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149851,,,0,0,עינב קאבלה,יואב סגלוביץ',מיכל וונש,תהלה פרידמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עינב קאבלהיואב סגלוביץ'מיכל וונשתהלה פרידמן
"הצעת חוק מימון מפלגות (תיקון - ייצוג הולם לנשים בבחירות לכנסת), התשפ'א-2020",,פ\23\2500,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149278,,,0,0,עאידה תומא סלימאן,איימן עודה,יוסף ג'בארין,עופר כסיף,ג'אבר עסאקלה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאןאיימן עודהיוסף ג'באריןעופר כסיףג'אבר עסאקלה
"הצעת חוק הכשרות המשפטית והאפוטרופסות (תיקון - שלילת אפוטרופסות מהורה שהורשע ברצח או בנסיון לרצח), התשפ'א-2020",,פ\23\2501,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149559,,,0,0,יוראי להב הרצנו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוראי להב הרצנו
הצעת חוק-יסוד: כבוד האדם וחירותו (תיקון - הזכות לשוויון),,פ\23\2502,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149348,,,0,0,אלעזר שטרן,יאיר לפיד,בועז טופורובסקי,עידן רול,יואב סגלוביץ',אורנה ברביבאי,אנדרי קוז'ינוב,יוראי להב הרצנו,יואל רזבוזוב,משה יעלון,מאיר כהן,ע'דיר כמאל מריח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלעזר שטרןיאיר לפידבועז טופורובסקיעידן רוליואב סגלוביץ'אורנה ברביבאיאנדרי קוז'ינוביוראי להב הרצנויואל רזבוזובמשה יעלוןמאיר כהןע'דיר כמאל מריח
הצעת חוק-יסוד: נשיא המדינה (תיקון - כשירות מועמדים לכהונה כנשיא המדינה),,פ\23\2503,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149730,,,0,0,מיקי חיימוביץ',איתן גינזבורג,רם שפע,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיקי חיימוביץ'איתן גינזבורגרם שפע
"הצעת חוק שירות ביטחון (תיקון - שירות שוויוני לנשים), התשפ'א-2020",,פ\23\2504,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149815,,,0,0,עודד פורר,יוליה מלינובסקי קונין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עודד פורריוליה מלינובסקי קונין
"הצעת חוק-יסוד: הממשלה (תיקון - הפסקת כהונה של ראש הממשלה, שר או סגן שר מחמת הגשת כתב אישום)",,פ\23\2505,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149621,,,0,0,יאיר לפיד,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יאיר לפיד
"הצעת חוק חובת גילוי לגבי מי שנתמך על ידי ישות מדינית זרה (תיקון - ביטול החוק), התשפ'א-2020",,פ\23\2506,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149355,,,0,0,היבה יזבק,אנטאנס שחאדה,סמי אבו שחאדה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,היבה יזבקאנטאנס שחאדהסמי אבו שחאדה
הצעת חוק-יסוד: ישראל - מדינת הלאום של העם היהודי  (תיקון - ביטול החוק),,פ\23\2507,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149342,,,0,0,היבה יזבק,אנטאנס שחאדה,סמי אבו שחאדה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,היבה יזבקאנטאנס שחאדהסמי אבו שחאדה
